"candidate_id","source","original_split","group_id","split","split_policy","relative_image_path","relative_label_path","source_image_sha256","source_label_sha256","derived_image_sha256","derived_label_sha256","is_negative"
"CHVG4_test_34b546e10a7c","CHVG4","test","CHVG4_test_34b546e10a7c","test","AUTHORITATIVE_SPLIT_WITH_CROSS_SPLIT_GROUP_CONSOLIDATION","images/test/CHVG4_test_34b546e10a7c.jpg","labels/test/CHVG4_test_34b546e10a7c.txt","3e94a2c1cbd71296ea32c143ec3135aeaf740c3d625c78f3783009c3a6683e13","d7e5e022ba649970ed67516f02a6216a9a44db1151783dae0194f345e58d0bdf","3e94a2c1cbd71296ea32c143ec3135aeaf740c3d625c78f3783009c3a6683e13","d7e5e022ba649970ed67516f02a6216a9a44db1151783dae0194f345e58d0bdf","false"
"CHVG4_test_35a07b34ceb8","CHVG4","test","CHVG4_test_35a07b34ceb8","test","AUTHORITATIVE_SPLIT_WITH_CROSS_SPLIT_GROUP_CONSOLIDATION","images/test/CHVG4_test_35a07b34ceb8.jpg","labels/test/CHVG4_test_35a07b34ceb8.txt","b470179e0af2e5f2a6a3048d83db2df932b9107e4225392a422b4088dbca3795","7b5e0fda7456728fc638838bd5cf75728914caf22bbb2a91c62369aff2f22838","b470179e0af2e5f2a6a3048d83db2df932b9107e4225392a422b4088dbca3795","7b5e0fda7456728fc638838bd5cf75728914caf22bbb2a91c62369aff2f22838","false"
"CHVG4_test_39a957bde249","CHVG4","test","CHVG4_test_39a957bde249","test","AUTHORITATIVE_SPLIT_WITH_CROSS_SPLIT_GROUP_CONSOLIDATION","images/test/CHVG4_test_39a957bde249.jpg","labels/test/CHVG4_test_39a957bde249.txt","be91ff6136e47e17637d956fa2204cb7ef75d3e9895005738d3d55b171663647","ab4f58320c2174d8c2d10246e1f38fa2e34f7190a869ca062854ec005cd3c425","be91ff6136e47e17637d956fa2204cb7ef75d3e9895005738d3d55b171663647","ab4f58320c2174d8c2d10246e1f38fa2e34f7190a869ca062854ec005cd3c425","false"
"CHVG4_test_3a518d320ac9","CHVG4","test","CHVG4_test_3a518d320ac9","test","AUTHORITATIVE_SPLIT_WITH_CROSS_SPLIT_GROUP_CONSOLIDATION","images/test/CHVG4_test_3a518d320ac9.jpg","labels/test/CHVG4_test_3a518d320ac9.txt","982de423f28d4ee4940b2d161038355d1bcf4e730c197db85b29eff0bf6fcb46","b085c3c87577342927fb3d0d829b35ecfe98830dfabc3c1e7f6810b2086d7f69","982de423f28d4ee4940b2d161038355d1bcf4e730c197db85b29eff0bf6fcb46","b085c3c87577342927fb3d0d829b35ecfe98830dfabc3c1e7f6810b2086d7f69","false"
"CHVG4_test_3a765ff29a3d","CHVG4","test","CHVG4_test_3a765ff29a3d","test","AUTHORITATIVE_SPLIT_WITH_CROSS_SPLIT_GROUP_CONSOLIDATION","images/test/CHVG4_test_3a765ff29a3d.jpg","labels/test/CHVG4_test_3a765ff29a3d.txt","7662fd8c62a7d0e19a51a7254a357b68ec1ffb7266660b304c9cca33b49d5cfe","7e49ff3d4ea12fd0f9df5573f2e1352f739df566dd399bfed501341de1be2c1b","7662fd8c62a7d0e19a51a7254a357b68ec1ffb7266660b304c9cca33b49d5cfe","7e49ff3d4ea12fd0f9df5573f2e1352f739df566dd399bfed501341de1be2c1b","false"
"CHVG4_test_3b80205da911","CHVG4","test","CHVG4_test_3b80205da911","test","AUTHORITATIVE_SPLIT_WITH_CROSS_SPLIT_GROUP_CONSOLIDATION","images/test/CHVG4_test_3b80205da911.jpg","labels/test/CHVG4_test_3b80205da911.txt","8e641cbaf54c7f90725a0b227b94595a21c4507e1b280fe59b693ca04dd2de94","45ce0d945da23e2a20e1c97346a36b878f10633ee6ad990e58eab5cb1c4255da","8e641cbaf54c7f90725a0b227b94595a21c4507e1b280fe59b693ca04dd2de94","45ce0d945da23e2a20e1c97346a36b878f10633ee6ad990e58eab5cb1c4255da","false"
"CHVG4_test_3b91a1c085d2","CHVG4","test","CHVG4_test_3b91a1c085d2","test","AUTHORITATIVE_SPLIT_WITH_CROSS_SPLIT_GROUP_CONSOLIDATION","images/test/CHVG4_test_3b91a1c085d2.jpg","labels/test/CHVG4_test_3b91a1c085d2.txt","3f316d3b5dfff2f2fa536433b9f65d140f37a681a96b88915f0b23a9de431855","a6dcb4b0b52c440967712b1efd71e909e71dad742e82a04dcd7196af7d4a2e93","3f316d3b5dfff2f2fa536433b9f65d140f37a681a96b88915f0b23a9de431855","a6dcb4b0b52c440967712b1efd71e909e71dad742e82a04dcd7196af7d4a2e93","false"
"CHVG4_test_3ddcea1fb7d8","CHVG4","test","CHVG4_test_3ddcea1fb7d8","test","AUTHORITATIVE_SPLIT_WITH_CROSS_SPLIT_GROUP_CONSOLIDATION","images/test/CHVG4_test_3ddcea1fb7d8.jpg","labels/test/CHVG4_test_3ddcea1fb7d8.txt","b7eedc9630f245e0d17397a187c6103ede49d2cc5af973c62651de9fcf08ebc1","8d4c543e5b3b8f5e63c5035efdcaf7e5f20cec0415a1a65f4c616ed84355ba7f","b7eedc9630f245e0d17397a187c6103ede49d2cc5af973c62651de9fcf08ebc1","8d4c543e5b3b8f5e63c5035efdcaf7e5f20cec0415a1a65f4c616ed84355ba7f","false"
"CHVG4_test_3ddfd742ccb2","CHVG4","test","CHVG4_test_3ddfd742ccb2","test","AUTHORITATIVE_SPLIT_WITH_CROSS_SPLIT_GROUP_CONSOLIDATION","images/test/CHVG4_test_3ddfd742ccb2.jpg","labels/test/CHVG4_test_3ddfd742ccb2.txt","79d640ac2aa03752f5555410ac64ac6e594b3506a540b2e1cc7aef1e2d9deafa","d76f940b2b913a6c6249883a6ceba27aa1fce34975f6a557e6ee4457d3ad337f","79d640ac2aa03752f5555410ac64ac6e594b3506a540b2e1cc7aef1e2d9deafa","d76f940b2b913a6c6249883a6ceba27aa1fce34975f6a557e6ee4457d3ad337f","false"
"CHVG4_test_3f7ce5bc74f5","CHVG4","test","CHVG4_test_3f7ce5bc74f5","test","AUTHORITATIVE_SPLIT_WITH_CROSS_SPLIT_GROUP_CONSOLIDATION","images/test/CHVG4_test_3f7ce5bc74f5.jpg","labels/test/CHVG4_test_3f7ce5bc74f5.txt","f83588b13c3d07048a6b16c85544389beb9c19dc84ab86cb0f3f35249f179a2b","7436ddd53938d3db76e651c0dc1e8858fd256219540f774a58d41d2c2e98ad6c","f83588b13c3d07048a6b16c85544389beb9c19dc84ab86cb0f3f35249f179a2b","7436ddd53938d3db76e651c0dc1e8858fd256219540f774a58d41d2c2e98ad6c","false"
"CHVG4_test_3f9fbaa53fe3","CHVG4","test","NDG_0051","test","AUTHORITATIVE_SPLIT_WITH_CROSS_SPLIT_GROUP_CONSOLIDATION","images/test/CHVG4_test_3f9fbaa53fe3.jpg","labels/test/CHVG4_test_3f9fbaa53fe3.txt","4d324dad9b66b50aaf24a6cf2d680ff093cca829f03e847fecdba8399490314b","eaf4510263d7732d6072fc464231a67d8e0e8d68f6cdd7abbd96902d047033aa","4d324dad9b66b50aaf24a6cf2d680ff093cca829f03e847fecdba8399490314b","eaf4510263d7732d6072fc464231a67d8e0e8d68f6cdd7abbd96902d047033aa","false"
"CHVG4_test_41ef454427b8","CHVG4","test","CHVG4_test_41ef454427b8","test","AUTHORITATIVE_SPLIT_WITH_CROSS_SPLIT_GROUP_CONSOLIDATION","images/test/CHVG4_test_41ef454427b8.jpg","labels/test/CHVG4_test_41ef454427b8.txt","d27b9f7d16c881a1d9d3ce97896a1fbb42e621d14d1f81c27b543019fc9f647a","3db8746f95c4757632de3a1c2f0a02e224149af906cbeee02a45a5a6394dd560","d27b9f7d16c881a1d9d3ce97896a1fbb42e621d14d1f81c27b543019fc9f647a","3db8746f95c4757632de3a1c2f0a02e224149af906cbeee02a45a5a6394dd560","false"
"CHVG4_test_41f8dc37dfd7","CHVG4","test","CHVG4_test_41f8dc37dfd7","test","AUTHORITATIVE_SPLIT_WITH_CROSS_SPLIT_GROUP_CONSOLIDATION","images/test/CHVG4_test_41f8dc37dfd7.jpg","labels/test/CHVG4_test_41f8dc37dfd7.txt","d6d44d96ee95a95c759feb0a25c876086d279e99458579e4f930a6b81de8e006","9de5194a99ed403ba39e4dd2de9bcc72a2a4c26d3d5dac56af08914e0e147be5","d6d44d96ee95a95c759feb0a25c876086d279e99458579e4f930a6b81de8e006","9de5194a99ed403ba39e4dd2de9bcc72a2a4c26d3d5dac56af08914e0e147be5","false"
"CHVG4_test_4309194888f1","CHVG4","test","CHVG4_test_4309194888f1","test","AUTHORITATIVE_SPLIT_WITH_CROSS_SPLIT_GROUP_CONSOLIDATION","images/test/CHVG4_test_4309194888f1.jpg","labels/test/CHVG4_test_4309194888f1.txt","32ebe85c4b83feffc5c5970467ceb42fd71d5b0155681b41f9f67913b83f910b","31fafb7890a2710eed2fecc53ee1dfdc78f5812e12c39501c668f6a582fae93f","32ebe85c4b83feffc5c5970467ceb42fd71d5b0155681b41f9f67913b83f910b","31fafb7890a2710eed2fecc53ee1dfdc78f5812e12c39501c668f6a582fae93f","false"
"CHVG4_test_439de4a13571","CHVG4","test","CHVG4_test_439de4a13571","test","AUTHORITATIVE_SPLIT_WITH_CROSS_SPLIT_GROUP_CONSOLIDATION","images/test/CHVG4_test_439de4a13571.jpg","labels/test/CHVG4_test_439de4a13571.txt","b779d52e0520a222ff3557c0f474eb0d32edba0c04cfd0dc18e664d581258264","9b6ba5f21283359ce557c7026980544b3c37ad4c4f1c78d4d853509d68edff44","b779d52e0520a222ff3557c0f474eb0d32edba0c04cfd0dc18e664d581258264","9b6ba5f21283359ce557c7026980544b3c37ad4c4f1c78d4d853509d68edff44","false"
"CHVG4_test_44a3e5e0bb0a","CHVG4","test","CHVG4_test_44a3e5e0bb0a","test","AUTHORITATIVE_SPLIT_WITH_CROSS_SPLIT_GROUP_CONSOLIDATION","images/test/CHVG4_test_44a3e5e0bb0a.jpg","labels/test/CHVG4_test_44a3e5e0bb0a.txt","b7ec79baba5062142576d76ebe44c61b238a85ffcb7d7a86aff2e6075ae01246","ab332bc203710e31335d1bcd40d08720f3f5493a7dda195087059234975bfb35","b7ec79baba5062142576d76ebe44c61b238a85ffcb7d7a86aff2e6075ae01246","ab332bc203710e31335d1bcd40d08720f3f5493a7dda195087059234975bfb35","false"
